phase,experiment,method,episode,env_reward,training_reward,steps,wall_time_seconds,cpu_time_seconds,gpu_time_seconds,gpu_memory_mb,process_memory_mb,gpu_util_percent,gpu_memory_used_mb_smi,gpu_memory_total_mb_smi,gpu_power_watts,gpu_temperature_c,average_loss,loss_updates,average_rnd_intrinsic,average_count_intrinsic,average_rnd_loss,replay_buffer_size,learn_steps,epsilon,gamma,learning_rate,lr_multiplier,dqn_technology,rnd_beta,count_beta,count_state_bin_size,action_source_counts
train,standard_epsilon,Epsilon,46,128.5169039502522,128.6381497792414,60,1.3248000144958496,0.8858451520000017,1.3246656494140625,2.00634765625,0.0,36.0,4437.0,49140.0,116.32,35.0,0.3714563752214114,60,0.01021693690236134,0.001918594447463169,0.01021693690236134,14584,14521,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 49, 'epsilon_random': 11}"
train,standard_epsilon,Epsilon,47,128.56273820290065,128.683879640403,60,1.2565264701843262,0.7330601099999967,1.25628759765625,2.00634765625,0.0,39.0,4437.0,49140.0,114.43,35.0,0.36169641989593704,60,0.010444636075408197,0.0019145775976188693,0.010444636075408197,14644,14581,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 49, 'epsilon_random': 11}"
train,standard_epsilon,Epsilon,48,128.42824139757457,128.55301857268842,60,0.9456450939178467,0.5994073699999944,0.945434814453125,2.00634765625,0.0,36.0,4437.0,49140.0,120.85,35.0,0.3282086588597546,60,0.01004425401018428,0.00197917704512911,0.01004425401018428,14704,14641,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 48, 'epsilon_random': 12}"
train,standard_epsilon,Epsilon,49,124.35512251545192,124.46405208825092,58,1.0424230098724365,0.6416317350000043,1.0420096435546875,2.00634765625,0.0,35.0,4437.0,49140.0,127.83,35.0,0.3296139965411918,58,0.0071376403728459865,0.0018067196790128807,0.0071376403728459865,14762,14699,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'epsilon_random': 15, 'greedy': 43}"
train,standard_epsilon,Epsilon,50,124.32461441478603,124.43242483596273,58,1.3583688735961914,0.8446488509999881,1.3580672607421875,2.00634765625,0.0,34.0,4437.0,49140.0,114.56,35.0,0.1563969461311554,58,0.008149615609626976,0.001777304209019931,0.008149615609626976,14820,14757,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 47, 'epsilon_random': 11}"
train,standard_epsilon,Epsilon,51,124.46055728050538,124.56461536161184,58,1.3711864948272705,0.8640568699999847,1.37082958984375,2.00634765625,0.0,34.0,4437.0,49140.0,109.69,35.0,0.2614221039452943,58,0.006857471577577285,0.0017255301308873455,0.006857471577577285,14878,14815,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 48, 'epsilon_random': 10}"
train,standard_epsilon,Epsilon,52,126.51186181029101,126.62391471114478,59,1.2060556411743164,0.7077807870000186,1.2058740234375,2.00634765625,0.0,35.0,4437.0,49140.0,113.12,35.0,0.25009813778481244,59,0.007321087096450787,0.0018259908384209928,0.007321087096450787,14937,14874,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 46, 'epsilon_random': 13}"
train,standard_epsilon,Epsilon,53,124.3468874968705,124.44902567462546,58,1.1619794368743896,0.7269950620000145,1.161626708984375,2.00634765625,0.0,38.0,4437.0,49140.0,117.24,35.0,0.4023223705910917,58,0.007328271707529924,0.0016877203476649946,0.007328271707529924,14995,14932,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'epsilon_random': 12, 'greedy': 46}"
train,standard_epsilon,Epsilon,54,124.37877255604188,124.48436107485617,58,1.2451467514038086,0.7688088539999853,1.2448101806640626,2.00634765625,0.0,38.0,4437.0,49140.0,124.11,35.0,0.30502899848567,58,0.006905554418937817,0.001751436159504921,0.006905554418937817,15053,14990,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 47, 'epsilon_random': 11}"
train,standard_epsilon,Epsilon,55,674.544998702687,686.168096670649,500,11.012159585952759,7.1094419120000225,11.011953125,2.00634765625,0.0,36.0,4437.0,49140.0,131.89,36.0,0.2697364200800657,500,0.04025084142659034,0.02284368752165508,0.04025084142659034,15553,15490,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 393, 'epsilon_random': 107}"
train,standard_epsilon,Epsilon,56,126.49053303519449,126.60938533874311,59,1.1630833148956299,0.7279950579999763,1.16282568359375,2.00634765625,0.0,28.0,4437.0,49140.0,141.72,36.0,0.24312065516488027,59,0.024328492961180698,0.001771160893246366,0.024328492961180698,15612,15549,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 45, 'epsilon_random': 14}"
